,keys,Actual TOW,Estimated TOW,Difference
0,AB_2373_IXB_30,70430.0,15915.44,54514.56
1,AB_2371_GOX_30,51979.0,7516.0,44463.0
2,AB_2385_BOM_30,57762.0,16018.1,41743.9
3,AB_2462_BLR_30,66038.0,14929.0,51109.0
4,AB_2533_AMD_30,71356.0,15853.0,55503.0
5,AB_2607_DEL_30,61908.0,11519.63,50388.37
6,AB_2625_DEL_30,59949.0,7004.0,52945.0
7,AB_2411_DEL_30,68984.0,15158.0,53826.0
8,AB_2492_VNS_30,72684.0,15200.0,57484.0
9,AB_2147_BOM_30,62490.0,10408.57,52081.43
10,AB_2172_BOM_30,72855.0,17971.0,54884.0
11,AB_2382_BBI_30,72004.0,14936.29,57067.71
12,AB_2486_IXZ_30,62316.0,10890.89,51425.11
13,AB_2518_BOM_30,69239.0,16963.0,52276.0
14,AB_2519_COK_30,67759.0,13330.1,54428.9
15,AB_2372_GAU_30,61091.0,10345.0,50746.0
16,AB_2406_DEL_30,62584.0,9572.0,53012.0
17,AB_2148_GWL_30,68543.0,12030.43,56512.57
18,AB_2627_GOX_30,58126.0,16115.0,42011.0
19,AB_2526_LKO_30,66324.0,15576.1,50747.9
20,AB_2498_BOM_30,59043.0,16561.0,42482.0
21,AB_2380_BOM_30,58956.0,15049.0,43907.0
22,AB_2377_BLR_30,57495.0,15002.33,42492.67
23,AB_2142_GOX_30,57246.0,13242.0,44004.0
24,AB_2608_DEL_30,57676.0,15881.0,41795.0
25,AB_2378_DEL_30,50696.0,6287.1,44408.9
26,AB_2486_MAA_30,60082.0,15060.0,45022.0
27,AB_2364_BLR_30,55494.0,12493.67,43000.33
28,AB_2128_DEL_30,56163.0,14040.0,42123.0
29,AB_2608_AYJ_30,68854.0,14295.0,54559.0
30,AB_2127_BOM_30,57848.0,16408.89,41439.11
31,AB_2851_IXB_30,68321.0,14225.22,54095.78
32,AB_2384_BBI_30,57407.0,13733.88,43673.12
33,AB_2394_BOM_30,59785.0,15265.0,44520.0
34,AB_2497_VNS_30,59068.0,15339.0,43729.0
35,AB_2463_GOX_30,70813.0,12675.0,58138.0
36,AB_2383_PNQ_30,60576.0,14914.0,45662.0
37,AB_2108_AMD_30,56076.0,12456.44,43619.56
38,AB_2503_BOM_30,57636.0,16345.88,41290.12
39,AB_2173_CCU_30,59201.0,15870.0,43331.0
40,AB_2534_GOX_30,67534.0,15375.0,52159.0
41,AB_2379_GOX_30,71129.0,14100.0,57029.0
42,AB_2323_GAU_30,58081.0,14180.11,43900.89
43,AB_2431_HYD_30,57816.0,14615.89,43200.11
44,AB_2432_BLR_30,52157.0,8759.22,43397.78
45,AB_2527_BLR_30,57731.0,15739.0,41992.0
46,AB_2451_BOM_30,60928.0,16530.0,44398.0
47,AB_2324_GAU_30,59681.0,16108.56,43572.44
48,AB_2524_BOM_30,69813.0,17523.0,52290.0
49,AB_2465_GOX_30,64058.0,14903.0,49155.0
50,AB_2324_IXA_30,60126.0,15789.0,44337.0
51,AB_2491_BOM_30,59150.0,15425.44,43724.56
52,AB_2110_BOM_30,61874.0,17667.78,44206.22
53,AB_2386_IXB_30,58067.0,16048.3,42018.7
54,AB_2134_BLR_30,54153.0,10890.75,43262.25
55,AB_2143_PNQ_30,58161.0,13860.9,44300.1
56,AB_2629_GOX_30,52401.0,9200.0,43201.0
57,AB_2525_LKO_30,58428.0,15948.4,42479.6
58,AB_2628_BLR_30,58586.0,16590.0,41996.0
59,AB_2365_PNQ_30,57324.0,13947.33,43376.67
60,AB_2124_BOM_30,57645.0,15673.67,41971.33
61,AB_2104_BLR_30,58579.0,16147.89,42431.11
62,AB_2504_GAU_30,57636.0,15123.33,42512.67
63,AB_2510_PNQ_30,56501.0,12581.0,43920.0
64,AB_2541_CCU_30,56710.0,14434.11,42275.89
65,AB_2334_DEL_30,57812.0,15361.78,42450.22
66,AB_2376_BOM_30,57856.0,15367.67,42488.33
67,AB_2407_HYD_30,57222.0,15987.2,41234.8
68,AB_2550_BLR_30,56177.0,11837.71,44339.29
69,AB_2120_BOM_30,57442.0,14787.56,42654.44
70,AB_2642_BOM_30,56668.0,13727.22,42940.78
71,AB_2358_GOX_30,52841.0,8425.9,44415.1
72,AB_2349_BOM_30,59113.0,14996.0,44117.0
73,AB_2401_LKO_30,57016.0,14791.9,42224.1
74,AB_2424_VNS_30,58545.0,14892.33,43652.67
75,AB_2437_BLR_30,56764.0,14420.0,42344.0
76,AB_2525_BOM_30,56808.0,13476.2,43331.8
77,AB_2368_BLR_30,45286.0,191.6,45094.4
78,AB_2630_DEL_30,48491.0,4510.0,43981.0
79,AB_2135_GAU_30,57698.0,14184.25,43513.75
80,AB_2508_AMD_30,58302.0,16364.9,41937.1
81,AB_2551_PNQ_30,57967.0,13493.29,44473.71
82,AB_2125_CCU_30,58560.0,16855.33,41704.67
83,AB_2341_BOM_30,58669.0,15964.7,42704.3
84,AB_2397_GOX_30,57833.0,13783.2,44049.8
85,AB_2409_DEL_30,44852.0,727.7,44124.3
86,AB_2643_HYD_30,44463.0,1369.0,43094.0
87,AB_2366_BLR_30,57916.0,14987.33,42928.67
88,AB_2146_DEL_30,57877.0,15126.0,42751.0
89,AB_2509_PNQ_30,57379.0,14065.22,43313.78
90,AB_2332_AMD_30,58563.0,18234.0,40329.0
91,AB_2367_BOM_30,57746.0,14951.56,42794.44
92,AB_2439_BOM_1,44866.0,0.0,44866.0
93,AB_2369_COK_30,59651.0,16258.1,43392.9
94,AB_2350_DEL_30,45516.0,1617.5,43898.5
95,AB_2318_PNQ_30,58632.0,17546.4,41085.6
96,AB_2738_BOM_30,58388.0,16426.5,41961.5
97,AB_2107_BOM_30,50075.0,7000.78,43074.22
98,AB_2134_BLR_14,44829.0,0.0,44829.0
99,AB_2107_BOM_14,44774.0,0.0,44774.0
100,AB_2110_BOM_14,44584.0,0.0,44584.0
101,AB_2146_DEL_14,44520.0,0.0,44520.0
102,AB_2406_DEL_14,44852.0,0.0,44852.0
103,AB_2503_BOM_14,44818.0,0.0,44818.0
104,AB_2527_BLR_14,44866.0,0.0,44866.0
105,AB_2608_AYJ_14,44398.0,0.0,44398.0
106,AB_2608_DEL_14,44398.0,0.0,44398.0
107,AB_2624_GOX_14,44757.0,0.0,44757.0
108,AB_2145_AMD_14,44746.0,0.0,44746.0
109,AB_2173_CCU_14,44774.0,0.0,44774.0
110,AB_2312_PNQ_14,44866.0,0.0,44866.0
111,AB_2324_IXA_14,45286.0,0.0,45286.0
112,AB_2324_GAU_14,45286.0,0.0,45286.0
113,AB_2340_BLR_14,45516.0,0.0,45516.0
114,AB_2349_BOM_14,45438.0,0.0,45438.0
115,AB_2359_BLR_14,44746.0,0.0,44746.0
116,AB_2364_BLR_14,44757.0,0.0,44757.0
117,AB_2376_BOM_14,44951.0,0.0,44951.0
118,AB_2380_BOM_14,45516.0,0.0,45516.0
119,AB_2421_BLR_14,45438.0,0.0,45438.0
120,AB_2485_BLR_14,44877.0,0.0,44877.0
121,AB_2485_MAA_14,44877.0,0.0,44877.0
122,AB_2497_VNS_14,45438.0,0.0,45438.0
123,AB_2526_LKO_14,44463.0,0.0,44463.0
124,AB_2607_PNQ_14,44398.0,0.0,44398.0
125,AB_2607_DEL_14,44398.0,0.0,44398.0
126,AB_2124_BOM_14,44774.0,0.0,44774.0
127,AB_2311_BLR_14,44866.0,0.0,44866.0
128,AB_2323_BLR_14,45286.0,0.0,45286.0
129,AB_2323_GAU_14,45286.0,0.0,45286.0
130,AB_2375_BLR_14,44774.0,0.0,44774.0
131,AB_2405_HYD_14,44852.0,0.0,44852.0
132,AB_2432_BLR_14,44852.0,0.0,44852.0
133,AB_2505_AMD_14,44398.0,0.0,44398.0
134,AB_2541_CCU_14,44710.0,0.0,44710.0
135,AB_2719_DEL_14,44746.0,0.0,44746.0
136,AB_2109_BLR_14,44584.0,0.0,44584.0
137,AB_2135_GAU_14,44829.0,0.0,44829.0
138,AB_2148_GWL_14,45430.0,0.0,45430.0
139,AB_2342_AMD_14,44796.0,0.0,44796.0
140,AB_2366_BLR_14,44951.0,0.0,44951.0
141,AB_2378_DEL_14,44796.0,0.0,44796.0
142,AB_2394_BOM_14,45446.0,0.0,45446.0
143,AB_2411_DEL_14,45516.0,0.0,45516.0
144,AB_2451_BOM_14,44463.0,0.0,44463.0
145,AB_2463_GOX_14,44818.0,0.0,44818.0
146,AB_2491_BOM_14,45430.0,0.0,45430.0
147,AB_2572_BLR_14,45492.0,0.0,45492.0
148,AB_2625_DEL_14,44757.0,0.0,44757.0
149,AB_2638_SXR_14,45446.0,0.0,45446.0
150,AB_2108_AMD_14,44951.0,0.0,44951.0
151,AB_2147_BOM_14,45430.0,0.0,45430.0
152,AB_2325_BLR_14,45430.0,0.0,45430.0
153,AB_2365_PNQ_14,44757.0,0.0,44757.0
154,AB_2377_BLR_14,44710.0,0.0,44710.0
155,AB_2407_HYD_14,44852.0,0.0,44852.0
156,AB_2410_BOM_14,45516.0,0.0,45516.0
157,AB_2486_IXZ_14,44877.0,0.0,44877.0
158,AB_2486_MAA_14,44877.0,0.0,44877.0
159,AB_2498_BOM_14,45438.0,0.0,45438.0
160,AB_2504_GAU_14,44818.0,0.0,44818.0
161,AB_2612_BLR_14,44866.0,0.0,44866.0
162,AB_2613_VNS_14,44866.0,0.0,44866.0
163,AB_2637_BOM_14,45446.0,0.0,45446.0
164,AB_2102_AMD_14,45430.0,0.0,45430.0
165,AB_2142_GOX_14,45516.0,0.0,45516.0
166,AB_2332_AMD_14,44463.0,0.0,44463.0
167,AB_2341_BOM_14,44584.0,0.0,44584.0
168,AB_2401_LKO_14,44866.0,0.0,44866.0
169,AB_2462_BLR_14,44818.0,0.0,44818.0
170,AB_2510_PNQ_14,44398.0,0.0,44398.0
171,AB_2519_COK_14,44584.0,0.0,44584.0
172,AB_2534_GOX_14,44951.0,0.0,44951.0
173,AB_2628_BLR_14,44877.0,0.0,44877.0
174,AB_2643_HYD_14,44746.0,0.0,44746.0
175,AB_2821_BLR_14,45492.0,0.0,45492.0
176,AB_2822_AYJ_14,45492.0,0.0,45492.0
177,AB_2125_CCU_14,44774.0,0.0,44774.0
178,AB_2372_BLR_14,44710.0,0.0,44710.0
179,AB_2372_GAU_14,44710.0,0.0,44710.0
180,AB_2384_BBI_14,45492.0,0.0,45492.0
181,AB_2409_DEL_14,44852.0,0.0,44852.0
182,AB_2437_BLR_14,44757.0,0.0,44757.0
183,AB_2465_GOX_14,45446.0,0.0,45446.0
184,AB_2518_BOM_14,44584.0,0.0,44584.0
185,AB_2550_BLR_14,45492.0,0.0,45492.0
186,AB_2562_CCU_14,44377.0,0.0,44377.0
187,AB_2627_GOX_14,44757.0,0.0,44757.0
188,AB_2736_BLR_14,44951.0,0.0,44951.0
189,AB_2104_BLR_14,44584.0,0.0,44584.0
190,AB_2120_BOM_14,44520.0,0.0,44520.0
191,AB_2172_BOM_14,44774.0,0.0,44774.0
192,AB_2355_DEL_14,44520.0,0.0,44520.0
193,AB_2367_BOM_14,44818.0,0.0,44818.0
194,AB_2371_GOX_14,44520.0,0.0,44520.0
195,AB_2379_GOX_14,44796.0,0.0,44796.0
196,AB_2424_VNS_14,45430.0,0.0,45430.0
197,AB_2492_VNS_14,45438.0,0.0,45438.0
198,AB_2509_PNQ_14,44757.0,0.0,44757.0
199,AB_2533_AMD_14,44951.0,0.0,44951.0
200,AB_2561_BLR_14,44377.0,0.0,44377.0
201,AB_2630_DEL_14,44877.0,0.0,44877.0
202,AB_2642_BOM_14,44746.0,0.0,44746.0
203,AB_2128_DEL_14,44520.0,0.0,44520.0
204,AB_2143_PNQ_14,45516.0,0.0,45516.0
205,AB_2334_DEL_14,44796.0,0.0,44796.0
206,AB_2350_DEL_14,45516.0,0.0,45516.0
207,AB_2358_GOX_14,45516.0,0.0,45516.0
208,AB_2386_IXB_14,44746.0,0.0,44746.0
209,AB_2431_HYD_14,44852.0,0.0,44852.0
210,AB_2524_AMD_14,44463.0,0.0,44463.0
211,AB_2524_BOM_14,44463.0,0.0,44463.0
212,AB_2525_LKO_14,44463.0,0.0,44463.0
213,AB_2525_BOM_14,44463.0,0.0,44463.0
214,AB_2564_CCU_14,44377.0,0.0,44377.0
215,AB_2851_IXB_14,44829.0,0.0,44829.0
216,AB_2127_BOM_14,44520.0,0.0,44520.0
217,AB_2318_PNQ_14,44796.0,0.0,44796.0
218,AB_2373_IXB_14,44710.0,0.0,44710.0
219,AB_2385_BOM_14,44746.0,0.0,44746.0
220,AB_2397_GOX_14,45438.0,0.0,45438.0
221,AB_2439_BOM_14,44951.0,0.0,44951.0
222,AB_2508_AMD_14,44796.0,0.0,44796.0
223,AB_2551_PNQ_14,45492.0,0.0,45492.0
224,AB_2563_PNQ_14,44377.0,0.0,44377.0
225,AB_2629_GOX_14,44877.0,0.0,44877.0
226,AB_2738_BOM_14,44746.0,0.0,44746.0
227,AB_2781_BOM_14,44951.0,0.0,44951.0
228,AB_2850_BLR_14,44829.0,0.0,44829.0
229,AB_2366_BLR_6,44866.0,0.0,44866.0
230,AB_2376_BOM_6,44866.0,0.0,44866.0
231,AB_2463_GOX_6,44976.0,0.0,44976.0
232,AB_2504_GAU_6,44976.0,0.0,44976.0
233,AB_2527_BLR_10,44976.0,0.0,44976.0
234,AB_2561_BLR_10,44866.0,0.0,44866.0
235,AB_2612_BLR_10,44976.0,0.0,44976.0
236,AB_2736_BLR_6,44866.0,0.0,44866.0
237,AB_2108_GWL_6,44866.0,0.0,44866.0
238,AB_2108_AMD_6,44866.0,0.0,44866.0
239,AB_2311_BLR_9,44976.0,0.0,44976.0
240,AB_2312_PNQ_10,44976.0,0.0,44976.0
241,AB_2367_BOM_6,44976.0,0.0,44976.0
242,AB_2439_BOM_6,44852.0,0.0,44852.0
243,AB_2439_BOM_7,44866.0,0.0,44866.0
244,AB_2462_BLR_6,44976.0,0.0,44976.0
245,AB_2503_BOM_6,44976.0,0.0,44976.0
246,AB_2563_PNQ_10,44866.0,0.0,44866.0
247,AB_2564_CCU_10,44866.0,0.0,44866.0
248,AB_2613_VNS_10,44976.0,0.0,44976.0
249,AB_2401_LKO_10,44976.0,0.0,44976.0
250,AB_2527_BLR_5,44866.0,0.0,44866.0
251,AB_2562_CCU_10,44866.0,0.0,44866.0
252,AB_2781_BOM_6,44866.0,0.0,44866.0
253,AB_2781_AMD_6,44866.0,0.0,44866.0
254,AB_2850_BLR_5,44976.0,0.0,44976.0
255,AB_2134_BLR_5,44976.0,0.0,44976.0
256,AB_2135_GAU_5,44976.0,0.0,44976.0
257,AB_2311_BLR_4,44866.0,0.0,44866.0
258,AB_2312_PNQ_5,44866.0,0.0,44866.0
259,AB_2401_LKO_5,44866.0,0.0,44866.0
260,AB_2612_BLR_5,44866.0,0.0,44866.0
261,AB_2628_BLR_8,44377.0,0.0,44377.0
262,AB_2851_IXB_5,44976.0,0.0,44976.0
263,AB_2173_CCU_10,44746.0,0.0,44746.0
264,AB_2318_PNQ_9,44746.0,0.0,44746.0
265,AB_2375_BLR_10,44746.0,0.0,44746.0
266,AB_2451_BOM_6,44377.0,0.0,44377.0
267,AB_2613_VNS_5,44866.0,0.0,44866.0
268,AB_2125_CCU_10,44746.0,0.0,44746.0
269,AB_2128_DEL_6,44746.0,0.0,44746.0
270,AB_2355_DEL_7,44377.0,0.0,44377.0
271,AB_2371_GOX_7,44377.0,0.0,44377.0
272,AB_2508_AMD_9,44746.0,0.0,44746.0
273,AB_2561_BLR_7,44746.0,0.0,44746.0
274,AB_2172_BOM_10,44746.0,0.0,44746.0
275,AB_2342_AMD_9,44746.0,0.0,44746.0
276,AB_2608_AYJ_5,44377.0,0.0,44377.0
277,AB_2608_DEL_5,44377.0,0.0,44377.0
278,AB_2629_GOX_9,44377.0,0.0,44377.0
279,AB_2642_BOM_7,44377.0,0.0,44377.0
280,AB_2107_BOM_8,44746.0,0.0,44746.0
281,AB_2127_BOM_6,44746.0,0.0,44746.0
282,AB_2334_DEL_9,44746.0,0.0,44746.0
283,AB_2378_DEL_9,44746.0,0.0,44746.0
284,AB_2486_IXZ_8,44377.0,0.0,44377.0
285,AB_2486_MAA_8,44377.0,0.0,44377.0
286,AB_2524_AMD_6,44377.0,0.0,44377.0
287,AB_2524_BOM_6,44377.0,0.0,44377.0
288,AB_2564_CCU_7,44746.0,0.0,44746.0
289,AB_2124_BOM_10,44746.0,0.0,44746.0
290,AB_2173_CCU_8,44746.0,0.0,44746.0
291,AB_2607_PNQ_5,44377.0,0.0,44377.0
292,AB_2607_DEL_5,44377.0,0.0,44377.0
293,AB_2628_BLR_9,44377.0,0.0,44377.0
294,AB_2838_BOM_6,44746.0,0.0,44746.0
295,AB_2332_AMD_6,44377.0,0.0,44377.0
296,AB_2509_PNQ_10,44377.0,0.0,44377.0
297,AB_2510_PNQ_5,44377.0,0.0,44377.0
298,AB_2526_LKO_6,44377.0,0.0,44377.0
299,AB_2625_DEL_9,44377.0,0.0,44377.0
300,AB_2127_BOM_7,44377.0,0.0,44377.0
301,AB_2172_BOM_8,44746.0,0.0,44746.0
302,AB_2365_PNQ_10,44377.0,0.0,44377.0
303,AB_2505_AMD_5,44377.0,0.0,44377.0
304,AB_2624_GOX_9,44377.0,0.0,44377.0
305,AB_2630_DEL_8,44377.0,0.0,44377.0
306,AB_2643_HYD_6,44746.0,0.0,44746.0
307,AB_2107_BOM_10,44746.0,0.0,44746.0
308,AB_2125_CCU_8,44746.0,0.0,44746.0
309,AB_2128_DEL_7,44377.0,0.0,44377.0
310,AB_2375_BLR_8,44746.0,0.0,44746.0
311,AB_2485_BLR_8,44377.0,0.0,44377.0
312,AB_2485_MAA_8,44377.0,0.0,44377.0
313,AB_2563_PNQ_7,44746.0,0.0,44746.0
314,AB_2625_DEL_10,44377.0,0.0,44377.0
315,AB_2359_BLR_5,44746.0,0.0,44746.0
316,AB_2624_GOX_10,44377.0,0.0,44377.0
317,AB_2627_GOX_9,44377.0,0.0,44377.0
318,AB_2630_DEL_9,44377.0,0.0,44377.0
319,AB_2738_BOM_7,44377.0,0.0,44377.0
320,AB_2318_PNQ_5,44746.0,0.0,44746.0
321,AB_2355_DEL_6,44746.0,0.0,44746.0
322,AB_2364_BLR_10,44377.0,0.0,44377.0
323,AB_2379_GOX_5,44746.0,0.0,44746.0
324,AB_2508_AMD_5,44746.0,0.0,44746.0
325,AB_2629_GOX_8,44377.0,0.0,44377.0
326,AB_2642_BOM_6,44746.0,0.0,44746.0
327,AB_2359_BLR_6,44377.0,0.0,44377.0
328,AB_2379_GOX_9,44746.0,0.0,44746.0
329,AB_2437_BLR_10,44377.0,0.0,44377.0
330,AB_2562_CCU_7,44746.0,0.0,44746.0
331,AB_2334_DEL_5,44746.0,0.0,44746.0
332,AB_2342_AMD_5,44746.0,0.0,44746.0
333,AB_2378_DEL_5,44746.0,0.0,44746.0
334,AB_2525_LKO_6,44377.0,0.0,44377.0
335,AB_2525_BOM_6,44377.0,0.0,44377.0
336,AB_2627_GOX_10,44377.0,0.0,44377.0
337,AB_2643_HYD_7,44377.0,0.0,44377.0
338,AB_2124_BOM_8,44746.0,0.0,44746.0
339,AB_2371_GOX_6,44746.0,0.0,44746.0
340,AB_2355_DEL_8,44398.0,0.0,44398.0
341,AB_2359_BLR_7,44398.0,0.0,44398.0
342,AB_2371_GOX_8,44398.0,0.0,44398.0
343,AB_2642_BOM_8,44398.0,0.0,44398.0
344,AB_2643_HYD_8,44398.0,0.0,44398.0
345,AB_2738_BOM_8,44398.0,0.0,44398.0
346,AB_2127_BOM_8,44398.0,0.0,44398.0
347,AB_2128_DEL_8,44398.0,0.0,44398.0
348,AB_2104_BLR_9,44746.0,0.0,44746.0
349,AB_2334_DEL_12,44746.0,0.0,44746.0
350,AB_2342_AMD_12,44746.0,0.0,44746.0
351,AB_2378_DEL_12,44746.0,0.0,44746.0
352,AB_2524_AMD_9,44746.0,0.0,44746.0
353,AB_2524_BOM_9,44746.0,0.0,44746.0
354,AB_2107_BOM_11,44746.0,0.0,44746.0
355,AB_2120_BOM_9,44746.0,0.0,44746.0
356,AB_2318_PNQ_12,44746.0,0.0,44746.0
357,AB_2525_LKO_10,44746.0,0.0,44746.0
358,AB_2525_BOM_10,44746.0,0.0,44746.0
359,AB_2629_GOX_12,44757.0,0.0,44757.0
360,AB_2726_LKO_9,44746.0,0.0,44746.0
361,AB_2172_BOM_11,44746.0,0.0,44746.0
362,AB_2173_CCU_11,44746.0,0.0,44746.0
363,AB_2375_BLR_11,44746.0,0.0,44746.0
364,AB_2451_BOM_10,44746.0,0.0,44746.0
365,AB_2508_AMD_12,44746.0,0.0,44746.0
366,AB_2628_BLR_12,44757.0,0.0,44757.0
367,AB_2125_CCU_11,44746.0,0.0,44746.0
368,AB_2146_DEL_9,44746.0,0.0,44746.0
369,AB_2342_AMD_11,44774.0,0.0,44774.0
370,AB_2486_IXZ_12,44757.0,0.0,44757.0
371,AB_2486_MAA_12,44757.0,0.0,44757.0
372,AB_2318_PNQ_11,44774.0,0.0,44774.0
373,AB_2332_AMD_10,44746.0,0.0,44746.0
374,AB_2334_DEL_11,44774.0,0.0,44774.0
375,AB_2378_DEL_11,44774.0,0.0,44774.0
376,AB_2379_GOX_11,44774.0,0.0,44774.0
377,AB_2485_BLR_12,44757.0,0.0,44757.0
378,AB_2485_MAA_12,44757.0,0.0,44757.0
379,AB_2508_AMD_11,44774.0,0.0,44774.0
380,AB_2524_AMD_10,44746.0,0.0,44746.0
381,AB_2524_BOM_10,44746.0,0.0,44746.0
382,AB_2526_LKO_10,44746.0,0.0,44746.0
383,AB_2630_DEL_12,44757.0,0.0,44757.0
384,AB_2124_BOM_11,44746.0,0.0,44746.0
385,AB_2379_GOX_12,44746.0,0.0,44746.0
386,AB_2565_BLR_11,44757.0,0.0,44757.0
387,AB_2565_PNQ_11,44757.0,0.0,44757.0
388,AB_2565_CCU_11,44757.0,0.0,44757.0
389,AB_2108_AMD_1,44866.0,0.0,44866.0
390,AB_2366_BLR_1,44866.0,0.0,44866.0
391,AB_2367_BOM_1,44976.0,0.0,44976.0
392,AB_2376_BOM_1,44866.0,0.0,44866.0
393,AB_2462_BLR_1,44976.0,0.0,44976.0
394,AB_2463_GOX_1,44976.0,0.0,44976.0
395,AB_2781_BOM_1,44866.0,0.0,44866.0
396,AB_2439_BOM_2,44866.0,0.0,44866.0
397,AB_2503_BOM_1,44976.0,0.0,44976.0
398,AB_2504_GAU_1,44976.0,0.0,44976.0
399,AB_2736_BLR_1,44866.0,0.0,44866.0
400,AB_2134_BLR_1,44818.0,0.0,44818.0
401,AB_2135_GAU_1,44818.0,0.0,44818.0
402,AB_2407_HYD_1,44852.0,0.0,44852.0
403,AB_2409_DEL_1,44852.0,0.0,44852.0
404,AB_2432_BLR_1,44852.0,0.0,44852.0
405,AB_2108_AMD_2,44951.0,0.0,44951.0
406,AB_2367_BOM_2,44976.0,0.0,44976.0
407,AB_2406_DEL_2,44852.0,0.0,44852.0
408,AB_2462_BLR_2,44976.0,0.0,44976.0
409,AB_2503_BOM_2,44976.0,0.0,44976.0
410,AB_2527_BLR_2,44852.0,0.0,44852.0
411,AB_2533_AMD_2,44951.0,0.0,44951.0
412,AB_2781_BOM_2,44951.0,0.0,44951.0
413,AB_2850_BLR_2,44818.0,0.0,44818.0
414,AB_2135_GAU_2,44818.0,0.0,44818.0
415,AB_2504_GAU_2,44976.0,0.0,44976.0
416,AB_2534_GOX_2,44951.0,0.0,44951.0
417,AB_2736_BLR_2,44951.0,0.0,44951.0
418,AB_2851_IXB_2,44818.0,0.0,44818.0
419,AB_2134_BLR_2,44818.0,0.0,44818.0
420,AB_2366_BLR_2,44951.0,0.0,44951.0
421,AB_2376_BOM_2,44951.0,0.0,44951.0
422,AB_2401_LKO_2,44852.0,0.0,44852.0
423,AB_2405_HYD_2,44852.0,0.0,44852.0
424,AB_2431_HYD_2,44852.0,0.0,44852.0
425,AB_2439_BOM_3,44951.0,0.0,44951.0
426,AB_2463_GOX_2,44976.0,0.0,44976.0
427,AB_2359_BLR_30,59052.0,17980.22,41071.78
428,AB_2107_BOM_1,44398.0,0.0,44398.0
429,AB_2311_BLR_30,56676.0,14570.38,42105.62
430,AB_2372_BLR_30,56480.0,15014.22,41465.78
431,AB_2340_BLR_1,57666.0,15503.3,42162.7
432,AB_2505_AMD_1,54291.0,10214.5,44076.5
433,AB_2637_BOM_1,59096.0,16342.83,42753.17
434,AB_2380_BOM_2,45492.0,0.0,45492.0
435,AB_2411_DEL_2,45492.0,0.0,45492.0
436,AB_2143_PNQ_2,45492.0,0.0,45492.0
437,AB_2340_BLR_2,45492.0,0.0,45492.0
438,AB_2358_GOX_2,45492.0,0.0,45492.0
439,AB_2142_GOX_2,45492.0,0.0,45492.0
440,AB_2350_DEL_2,45492.0,0.0,45492.0
441,AB_2384_BBI_2,45516.0,0.0,45516.0
442,AB_2410_BOM_2,45492.0,0.0,45492.0
443,AB_2550_BLR_2,45516.0,0.0,45516.0
444,AB_2551_PNQ_2,45516.0,0.0,45516.0
445,AB_2572_BLR_2,45516.0,0.0,45516.0
446,AB_2376_BOM_4,44866.0,0.0,44866.0
447,AB_2431_HYD_3,44951.0,0.0,44951.0
448,AB_2463_GOX_3,44976.0,0.0,44976.0
449,AB_2312_PNQ_2,44951.0,0.0,44951.0
450,AB_2401_LKO_4,44951.0,0.0,44951.0
451,AB_2405_HYD_4,44951.0,0.0,44951.0
452,AB_2409_DEL_2,44951.0,0.0,44951.0
453,AB_2462_BLR_3,44976.0,0.0,44976.0
454,AB_2504_GAU_3,44976.0,0.0,44976.0
455,AB_2534_GOX_4,44866.0,0.0,44866.0
456,AB_2612_BLR_2,44951.0,0.0,44951.0
457,AB_2736_BLR_4,44866.0,0.0,44866.0
458,AB_2851_IXB_3,44866.0,0.0,44866.0
459,AB_2134_BLR_3,44866.0,0.0,44866.0
460,AB_2311_BLR_1,44951.0,0.0,44951.0
461,AB_2406_DEL_3,44951.0,0.0,44951.0
462,AB_2533_AMD_4,44866.0,0.0,44866.0
463,AB_2850_BLR_3,44866.0,0.0,44866.0
464,AB_2108_AMD_4,44866.0,0.0,44866.0
465,AB_2135_GAU_3,44866.0,0.0,44866.0
466,AB_2311_BLR_2,44976.0,0.0,44976.0
467,AB_2312_PNQ_3,44976.0,0.0,44976.0
468,AB_2366_BLR_4,44866.0,0.0,44866.0
469,AB_2405_HYD_3,44951.0,0.0,44951.0
470,AB_2407_HYD_3,44951.0,0.0,44951.0
471,AB_2432_BLR_2,44951.0,0.0,44951.0
472,AB_2503_BOM_3,44976.0,0.0,44976.0
473,AB_2367_BOM_3,44976.0,0.0,44976.0
474,AB_2409_DEL_3,44951.0,0.0,44951.0
475,AB_2431_HYD_4,44951.0,0.0,44951.0
476,AB_2432_BLR_3,44951.0,0.0,44951.0
477,AB_2439_BOM_4,44951.0,0.0,44951.0
478,AB_2439_BOM_5,44866.0,0.0,44866.0
479,AB_2613_VNS_2,44951.0,0.0,44951.0
480,AB_2781_BOM_4,44866.0,0.0,44866.0
481,AB_2407_HYD_2,44951.0,0.0,44951.0
482,AB_2527_BLR_4,44951.0,0.0,44951.0
483,AB_2406_DEL_4,44951.0,0.0,44951.0
484,AB_2485_BLR_1,57388.0,14733.2,42654.8
485,AB_2128_DEL_4,44774.0,0.0,44774.0
486,AB_2371_GOX_4,44774.0,0.0,44774.0
487,AB_2643_HYD_4,44774.0,0.0,44774.0
488,AB_2125_CCU_5,44774.0,0.0,44774.0
489,AB_2365_PNQ_5,44398.0,0.0,44398.0
490,AB_2375_BLR_5,44774.0,0.0,44774.0
491,AB_2509_PNQ_5,44398.0,0.0,44398.0
492,AB_2627_GOX_5,44398.0,0.0,44398.0
493,AB_2629_GOX_4,44398.0,0.0,44398.0
