,keys,Actual TOW,Estimated TOW,Difference
5701,AB_2128_DEL_20,44377.0,0.0,44377.0
5702,AB_2359_BLR_20,44398.0,0.0,44398.0
5703,AB_2491_BOM_20,45438.0,0.0,45438.0
5704,AB_2110_BOM_20,44584.0,0.0,44584.0
5705,AB_2431_HYD_20,44951.0,0.0,44951.0
5706,AB_2524_BOM_20,44520.0,0.0,44520.0
5707,AB_2394_BOM_20,45430.0,0.0,45430.0
5708,AB_2527_BLR_20,44818.0,0.0,44818.0
5709,AB_2127_BOM_20,44377.0,0.0,44377.0
5710,AB_2371_GOX_20,44377.0,0.0,44377.0
5711,AB_2465_GOX_20,45430.0,0.0,45430.0
5712,AB_2334_DEL_20,44746.0,0.0,44746.0
5713,AB_2421_BLR_20,45446.0,0.0,45446.0
5714,AB_2637_BOM_20,45438.0,0.0,45438.0
5715,AB_2642_BOM_20,44398.0,0.0,44398.0
5716,AB_2355_DEL_20,44377.0,0.0,44377.0
5717,AB_2504_GAU_5,70044.0,14388.44,55655.56
5718,AB_2541_CCU_5,68883.0,14057.2,54825.8
5719,AB_1070_BOM_5,75086.0,0.0,75086.0
5720,AB_2349_BOM_5,66016.0,15173.0,50843.0
5721,AB_2424_VNS_5,69830.0,14590.0,55240.0
5722,AB_2397_GOX_5,66871.0,15387.1,51483.9
5723,AB_2145_AMD_10,44746.0,0.0,44746.0
5724,AB_2519_COK_9,44877.0,0.0,44877.0
5725,AB_2120_BOM_10,44746.0,0.0,44746.0
5726,AB_2385_BOM_10,44746.0,0.0,44746.0
5727,AB_2386_IXB_10,44746.0,0.0,44746.0
5728,AB_2503_BOM_9,44774.0,0.0,44774.0
5729,AB_2719_DEL_10,44746.0,0.0,44746.0
5730,AB_2335_DEL_8,44398.0,0.0,44398.0
5731,AB_2437_BLR_9,44774.0,0.0,44774.0
5732,AB_2146_DEL_10,44746.0,0.0,44746.0
5733,AB_2334_DEL_8,44398.0,0.0,44398.0
5734,AB_2336_BLR_8,44398.0,0.0,44398.0
5735,AB_2509_PNQ_9,44774.0,0.0,44774.0
5736,AB_2518_BOM_9,44877.0,0.0,44877.0
5737,AB_2318_PNQ_8,44398.0,0.0,44398.0
5738,AB_2342_AMD_8,44398.0,0.0,44398.0
5739,AB_2359_BLR_8,44877.0,0.0,44877.0
5740,AB_2367_BOM_9,44877.0,0.0,44877.0
5741,AB_2375_BLR_9,44774.0,0.0,44774.0
5742,AB_2508_AMD_8,44398.0,0.0,44398.0
5743,AB_2711_DEL_9,44877.0,0.0,44877.0
5744,AB_2541_GAU_9,44774.0,0.0,44774.0
5745,AB_2541_CCU_9,44774.0,0.0,44774.0
5746,AB_1071_DOH_5,65063.0,0.0,65063.0
5747,AB_2367_BOM_5,64966.0,14401.7,50564.3
5748,AB_2505_AMD_13,44398.0,0.0,44398.0
5749,AB_2608_AYJ_13,44398.0,0.0,44398.0
5750,AB_2608_DEL_13,44398.0,0.0,44398.0
5751,AB_2607_PNQ_13,44398.0,0.0,44398.0
5752,AB_2607_DEL_13,44398.0,0.0,44398.0
5753,AB_2510_PNQ_13,44398.0,0.0,44398.0
5754,AB_2637_BOM_6,71250.0,15975.0,55275.0
5755,AB_2638_SXR_6,71548.0,0.0,71548.0
5756,AB_2323_BLR_6,74029.0,16891.2,57137.8
5757,AB_2125_CCU_13,44877.0,0.0,44877.0
5758,AB_2371_GOX_10,44877.0,0.0,44877.0
5759,AB_2124_BOM_13,44877.0,0.0,44877.0
5760,AB_2172_BOM_12,44520.0,0.0,44520.0
5761,AB_2355_DEL_10,44877.0,0.0,44877.0
5762,AB_2485_BLR_11,44463.0,0.0,44463.0
5763,AB_2485_MAA_11,44463.0,0.0,44463.0
5764,AB_2642_BOM_10,44877.0,0.0,44877.0
5765,AB_2364_BLR_12,44463.0,0.0,44463.0
5766,AB_2630_DEL_11,44463.0,0.0,44463.0
5767,AB_2738_BOM_10,44877.0,0.0,44877.0
5768,AB_2359_BLR_9,44877.0,0.0,44877.0
5769,AB_2375_BLR_12,44520.0,0.0,44520.0
5770,AB_2173_CCU_12,44520.0,0.0,44520.0
5771,AB_2486_IXZ_11,44463.0,0.0,44463.0
5772,AB_2486_MAA_11,44463.0,0.0,44463.0
5773,AB_2509_PNQ_12,44463.0,0.0,44463.0
5774,AB_2127_BOM_10,44877.0,0.0,44877.0
5775,AB_2628_BLR_11,44463.0,0.0,44463.0
5776,AB_2643_HYD_10,44877.0,0.0,44877.0
5777,AB_2375_BLR_13,44877.0,0.0,44877.0
5778,AB_2624_GOX_12,44463.0,0.0,44463.0
5779,AB_2173_CCU_13,44877.0,0.0,44877.0
5780,AB_2625_DEL_12,44463.0,0.0,44463.0
5781,AB_2124_BOM_12,44520.0,0.0,44520.0
5782,AB_2365_PNQ_12,44463.0,0.0,44463.0
5783,AB_2107_BOM_12,44520.0,0.0,44520.0
5784,AB_2128_DEL_10,44877.0,0.0,44877.0
5785,AB_2172_BOM_13,44877.0,0.0,44877.0
5786,AB_2437_BLR_12,44463.0,0.0,44463.0
5787,AB_2107_BOM_13,44877.0,0.0,44877.0
5788,AB_2627_GOX_12,44463.0,0.0,44463.0
5789,AB_2629_GOX_11,44463.0,0.0,44463.0
5790,AB_2125_CCU_12,44520.0,0.0,44520.0
5791,AB_2367_BOM_10,44866.0,0.0,44866.0
5792,AB_2462_BLR_8,44976.0,0.0,44976.0
5793,AB_2376_BOM_8,44818.0,0.0,44818.0
5794,AB_2463_GOX_10,44866.0,0.0,44866.0
5795,AB_2503_BOM_8,44976.0,0.0,44976.0
5796,AB_2504_GAU_10,44866.0,0.0,44866.0
5797,AB_2367_BOM_8,44976.0,0.0,44976.0
5798,AB_2463_GOX_8,44976.0,0.0,44976.0
5799,AB_2108_AMD_8,44818.0,0.0,44818.0
5800,AB_2366_BLR_8,44818.0,0.0,44818.0
5801,AB_2504_GAU_8,44976.0,0.0,44976.0
5802,AB_2736_BLR_8,44818.0,0.0,44818.0
5803,AB_2781_BOM_8,44818.0,0.0,44818.0
5804,AB_2462_BLR_10,44866.0,0.0,44866.0
5805,AB_2503_BOM_10,44866.0,0.0,44866.0
5806,AB_2439_BOM_8,44976.0,0.0,44976.0
5807,AB_2439_BOM_9,44818.0,0.0,44818.0
5808,AB_2323_GAU_6,66329.0,14452.1,51876.9
5809,AB_2324_GAU_20,45286.0,0.0,45286.0
5810,AB_2485_MAA_20,44774.0,0.0,44774.0
5811,AB_2607_DEL_20,44796.0,0.0,44796.0
5812,AB_2323_GAU_20,45286.0,0.0,45286.0
5813,AB_2525_BOM_20,44520.0,0.0,44520.0
5814,AB_2108_GWL_20,44852.0,0.0,44852.0
5815,AB_2572_BLR_20,44803.0,0.0,44803.0
5816,AB_2613_VNS_20,44818.0,0.0,44818.0
5817,AB_2625_DEL_20,44463.0,0.0,44463.0
5818,AB_2486_IXZ_20,44774.0,0.0,44774.0
5819,AB_2608_DEL_20,44796.0,0.0,44796.0
5820,AB_2624_GOX_20,44463.0,0.0,44463.0
5821,AB_2838_BOM_20,44398.0,0.0,44398.0
5822,AB_2372_GAU_20,44710.0,0.0,44710.0
5823,AB_2384_BBI_20,44803.0,0.0,44803.0
5824,AB_2562_CCU_20,44877.0,0.0,44877.0
5825,AB_2612_BLR_20,44818.0,0.0,44818.0
5826,AB_2627_GOX_20,44463.0,0.0,44463.0
5827,AB_2437_BLR_20,44463.0,0.0,44463.0
5828,AB_2561_BLR_20,44877.0,0.0,44877.0
5829,AB_2821_BLR_20,44803.0,0.0,44803.0
5830,AB_2439_BOM_20,44852.0,0.0,44852.0
5831,AB_2629_GOX_20,44774.0,0.0,44774.0
5832,AB_2630_DEL_20,44774.0,0.0,44774.0
5833,AB_2524_AMD_20,44520.0,0.0,44520.0
5834,AB_2564_CCU_20,44877.0,0.0,44877.0
5835,AB_2628_BLR_20,44774.0,0.0,44774.0
5836,AB_2781_AMD_20,44852.0,0.0,44852.0
5837,AB_2563_PNQ_20,44877.0,0.0,44877.0
5838,AB_2822_AYJ_20,44803.0,0.0,44803.0
5839,AB_2324_IXA_6,70300.0,15789.0,54511.0
5840,AB_2324_GAU_6,69656.0,14734.9,54921.1
5841,AB_2379_GOX_13,44463.0,0.0,44463.0
5842,AB_2386_IXB_12,44796.0,0.0,44796.0
5843,AB_2524_AMD_12,44377.0,0.0,44377.0
5844,AB_2524_BOM_12,44377.0,0.0,44377.0
5845,AB_2385_BOM_12,44796.0,0.0,44796.0
5846,AB_2146_DEL_11,44377.0,0.0,44377.0
5847,AB_2378_DEL_13,44463.0,0.0,44463.0
5848,AB_2342_AMD_13,44463.0,0.0,44463.0
5849,AB_2526_LKO_12,44377.0,0.0,44377.0
5850,AB_2355_DEL_11,44377.0,0.0,44377.0
5851,AB_2738_BOM_12,44796.0,0.0,44796.0
5852,AB_2145_AMD_12,44796.0,0.0,44796.0
5853,AB_2525_LKO_12,44377.0,0.0,44377.0
5854,AB_2525_BOM_12,44377.0,0.0,44377.0
5855,AB_2127_BOM_11,44377.0,0.0,44377.0
5856,AB_2359_BLR_10,44377.0,0.0,44377.0
5857,AB_2451_BOM_12,44377.0,0.0,44377.0
5858,AB_2371_GOX_11,44377.0,0.0,44377.0
5859,AB_2318_PNQ_13,44463.0,0.0,44463.0
5860,AB_2508_AMD_13,44463.0,0.0,44463.0
5861,AB_2334_DEL_13,44463.0,0.0,44463.0
5862,AB_2120_BOM_11,44377.0,0.0,44377.0
5863,AB_2332_AMD_12,44377.0,0.0,44377.0
5864,AB_2643_HYD_12,44796.0,0.0,44796.0
5865,AB_2642_BOM_12,44796.0,0.0,44796.0
5866,AB_2128_DEL_11,44377.0,0.0,44377.0
5867,AB_2719_DEL_12,44796.0,0.0,44796.0
5868,AB_2510_PNQ_9,44463.0,0.0,44463.0
5869,AB_2505_AMD_9,44463.0,0.0,44463.0
5870,AB_2607_PNQ_9,44463.0,0.0,44463.0
5871,AB_2607_DEL_9,44463.0,0.0,44463.0
5872,AB_2608_AYJ_9,44463.0,0.0,44463.0
5873,AB_2608_DEL_9,44463.0,0.0,44463.0
5874,AB_2350_DEL_21,44866.0,0.0,44866.0
5875,AB_2410_BOM_21,44866.0,0.0,44866.0
5876,AB_2358_GOX_21,44866.0,0.0,44866.0
5877,AB_2143_PNQ_21,44866.0,0.0,44866.0
5878,AB_2334_DEL_21,44757.0,0.0,44757.0
5879,AB_2397_GOX_21,45446.0,0.0,45446.0
5880,AB_2146_DEL_21,44398.0,0.0,44398.0
5881,AB_2719_DEL_21,44463.0,0.0,44463.0
5882,AB_2125_CCU_21,44520.0,0.0,44520.0
5883,AB_2534_GOX_21,44852.0,0.0,44852.0
5884,AB_2110_BOM_21,44584.0,0.0,44584.0
5885,AB_2124_BOM_21,44520.0,0.0,44520.0
5886,AB_2107_BOM_21,44520.0,0.0,44520.0
5887,AB_2172_BOM_21,44520.0,0.0,44520.0
5888,AB_2372_BLR_21,44710.0,0.0,44710.0
5889,AB_2355_DEL_21,44398.0,0.0,44398.0
5890,AB_2375_BLR_21,44520.0,0.0,44520.0
5891,AB_2738_BOM_21,44463.0,0.0,44463.0
5892,AB_2377_BLR_21,44710.0,0.0,44710.0
5893,AB_2608_AYJ_21,44796.0,0.0,44796.0
5894,AB_2145_AMD_21,44463.0,0.0,44463.0
5895,AB_2451_BOM_21,44377.0,0.0,44377.0
5896,AB_2524_AMD_21,44377.0,0.0,44377.0
5897,AB_2407_HYD_21,44951.0,0.0,44951.0
5898,AB_2851_IXB_21,44829.0,0.0,44829.0
5899,AB_2325_BLR_21,45438.0,0.0,45438.0
5900,AB_2378_DEL_21,44757.0,0.0,44757.0
5901,AB_2572_BLR_21,44803.0,0.0,44803.0
5902,AB_2638_SXR_21,45430.0,0.0,45430.0
5903,AB_2386_IXB_21,44463.0,0.0,44463.0
5904,AB_2525_LKO_21,44377.0,0.0,44377.0
5905,AB_2102_AMD_21,45438.0,0.0,45438.0
5906,AB_2405_HYD_21,44951.0,0.0,44951.0
5907,AB_2527_BLR_21,44818.0,0.0,44818.0
5908,AB_2359_BLR_21,44463.0,0.0,44463.0
5909,AB_2432_BLR_21,44951.0,0.0,44951.0
5910,AB_2463_GOX_21,44976.0,0.0,44976.0
5911,AB_2341_BOM_21,44584.0,0.0,44584.0
5912,AB_2421_BLR_21,45446.0,0.0,45446.0
5913,AB_2519_COK_21,44584.0,0.0,44584.0
5914,AB_2637_BOM_21,45430.0,0.0,45430.0
5915,AB_2127_BOM_21,44398.0,0.0,44398.0
5916,AB_2406_DEL_21,44951.0,0.0,44951.0
5917,AB_2526_LKO_21,44377.0,0.0,44377.0
5918,AB_2104_BLR_21,44584.0,0.0,44584.0
5919,AB_2142_GOX_21,44866.0,0.0,44866.0
5920,AB_2376_BOM_21,44852.0,0.0,44852.0
5921,AB_2128_DEL_21,44398.0,0.0,44398.0
5922,AB_2312_PNQ_21,44818.0,0.0,44818.0
5923,AB_2385_BOM_21,44463.0,0.0,44463.0
5924,AB_2311_BLR_21,44818.0,0.0,44818.0
5925,AB_2485_BLR_21,44746.0,0.0,44746.0
5926,AB_2504_GAU_21,44976.0,0.0,44976.0
5927,AB_2510_PNQ_21,44796.0,0.0,44796.0
5928,AB_2497_VNS_21,45446.0,0.0,45446.0
5929,AB_2323_BLR_21,45286.0,0.0,45286.0
5930,AB_2109_BLR_21,44584.0,0.0,44584.0
5931,AB_2365_PNQ_21,44774.0,0.0,44774.0
5932,AB_2394_BOM_21,45430.0,0.0,45430.0
5933,AB_2498_BOM_21,45446.0,0.0,45446.0
5934,AB_2134_BLR_21,44829.0,0.0,44829.0
5935,AB_2135_GAU_21,44829.0,0.0,44829.0
5936,AB_2736_BLR_21,44852.0,0.0,44852.0
5937,AB_2108_AMD_21,44852.0,0.0,44852.0
5938,AB_2173_CCU_21,44520.0,0.0,44520.0
5939,AB_2401_LKO_21,44818.0,0.0,44818.0
5940,AB_2505_AMD_21,44796.0,0.0,44796.0
5941,AB_2642_BOM_21,44463.0,0.0,44463.0
5942,AB_2120_BOM_21,44398.0,0.0,44398.0
5943,AB_2367_BOM_21,44976.0,0.0,44976.0
5944,AB_2462_BLR_21,44976.0,0.0,44976.0
5945,AB_2503_BOM_21,44976.0,0.0,44976.0
5946,AB_2324_IXA_21,45286.0,0.0,45286.0
5947,AB_2409_DEL_21,44951.0,0.0,44951.0
5948,AB_2781_BOM_21,44852.0,0.0,44852.0
5949,AB_2364_BLR_21,44774.0,0.0,44774.0
5950,AB_2366_BLR_21,44852.0,0.0,44852.0
5951,AB_2465_GOX_21,45430.0,0.0,45430.0
5952,AB_2492_VNS_21,45446.0,0.0,45446.0
5953,AB_2550_BLR_21,44803.0,0.0,44803.0
5954,AB_2486_IXZ_21,44746.0,0.0,44746.0
5955,AB_2509_PNQ_21,44774.0,0.0,44774.0
5956,AB_2541_CCU_21,44710.0,0.0,44710.0
5957,AB_2349_BOM_21,45446.0,0.0,45446.0
5958,AB_2411_DEL_21,44866.0,0.0,44866.0
5959,AB_2373_IXB_21,44710.0,0.0,44710.0
5960,AB_2424_VNS_21,45438.0,0.0,45438.0
5961,AB_2318_PNQ_21,44757.0,0.0,44757.0
5962,AB_2342_AMD_21,44757.0,0.0,44757.0
5963,AB_2607_PNQ_21,44796.0,0.0,44796.0
5964,AB_2380_BOM_21,44866.0,0.0,44866.0
5965,AB_2643_HYD_21,44463.0,0.0,44463.0
5966,AB_2371_GOX_21,44398.0,0.0,44398.0
5967,AB_2491_BOM_21,45438.0,0.0,45438.0
5968,AB_2508_AMD_21,44757.0,0.0,44757.0
5969,AB_2850_BLR_21,44829.0,0.0,44829.0
5970,AB_2332_AMD_21,44377.0,0.0,44377.0
5971,AB_2384_BBI_21,44803.0,0.0,44803.0
5972,AB_2518_BOM_21,44584.0,0.0,44584.0
5973,AB_2551_PNQ_21,44803.0,0.0,44803.0
5974,AB_2379_GOX_21,44757.0,0.0,44757.0
5975,AB_2431_HYD_21,44951.0,0.0,44951.0
5976,AB_2533_AMD_21,44852.0,0.0,44852.0
5977,AB_2349_BOM_6,65890.0,15135.0,50755.0
5978,AB_57_BLR_7,44852.0,0.0,44852.0
5979,AB_2311_BLR_7,45206.0,0.0,45206.0
5980,AB_2367_BOM_7,44951.0,0.0,44951.0
5981,AB_2462_BLR_7,62849.0,0.0,62849.0
5982,AB_2612_BLR_8,44951.0,0.0,44951.0
5983,AB_2736_BLR_7,66800.0,0.0,66800.0
5984,AB_2108_AMD_7,69096.0,0.0,69096.0
5985,AB_2366_BLR_7,44976.0,0.0,44976.0
5986,AB_2376_BOM_7,57966.0,0.0,57966.0
5987,AB_2504_GAU_7,58006.0,0.0,58006.0
5988,AB_2533_AMD_7,70384.0,0.0,70384.0
5989,AB_2613_VNS_8,44951.0,0.0,44951.0
5990,AB_2312_PNQ_8,44951.0,0.0,44951.0
5991,AB_2463_GOX_7,61522.0,0.0,61522.0
5992,AB_2527_BLR_8,44866.0,0.0,44866.0
5993,AB_2534_GOX_7,65844.0,0.0,65844.0
5994,AB_2781_BOM_7,66209.0,0.0,66209.0
5995,AB_2401_LKO_8,44866.0,0.0,44866.0
5996,AB_2503_BOM_7,73681.0,0.0,73681.0
5997,AB_2397_GOX_6,66740.0,14956.0,51784.0
5998,AB_2572_CCU_6,62072.0,10151.0,51921.0
5999,AB_2109_BLR_8,44377.0,0.0,44377.0
6000,AB_2341_BOM_8,44377.0,0.0,44377.0
6001,AB_2541_CCU_8,45492.0,0.0,45492.0
6002,AB_2110_BOM_8,44377.0,0.0,44377.0
6003,AB_2373_IXB_8,45492.0,0.0,45492.0
6004,AB_2519_COK_8,44377.0,0.0,44377.0
6005,AB_2551_PNQ_8,44710.0,0.0,44710.0
6006,AB_2104_BLR_8,44377.0,0.0,44377.0
6007,AB_2377_BLR_8,45492.0,0.0,45492.0
6008,AB_2384_BBI_8,44710.0,0.0,44710.0
6009,AB_2518_BOM_8,44377.0,0.0,44377.0
6010,AB_2550_BLR_8,44710.0,0.0,44710.0
6011,AB_2572_BLR_8,44710.0,0.0,44710.0
6012,AB_2372_BLR_7,45492.0,0.0,45492.0
6013,AB_2372_GAU_7,61400.0,0.0,61400.0
6014,AB_2311_BLR_12,44818.0,0.0,44818.0
6015,AB_2612_BLR_13,44818.0,0.0,44818.0
6016,AB_2312_PNQ_13,44818.0,0.0,44818.0
6017,AB_2613_VNS_13,44818.0,0.0,44818.0
6018,AB_2462_BLR_13,44951.0,0.0,44951.0
6019,AB_2503_BOM_11,44951.0,0.0,44951.0
6020,AB_2504_GAU_11,44951.0,0.0,44951.0
6021,AB_2367_BOM_11,44951.0,0.0,44951.0
6022,AB_2462_BLR_11,44951.0,0.0,44951.0
6023,AB_2463_GOX_11,44951.0,0.0,44951.0
6024,AB_2503_BOM_13,44951.0,0.0,44951.0
6025,AB_2504_GAU_13,44951.0,0.0,44951.0
6026,AB_2367_BOM_13,44951.0,0.0,44951.0
6027,AB_2463_GOX_13,44951.0,0.0,44951.0
6028,AB_2110_MAA_6,66879.0,0.0,66879.0
6029,AB_2424_VNS_7,57915.0,0.0,57915.0
6030,AB_2491_BOM_7,58420.0,0.0,58420.0
6031,AB_8119_BBI_6,52904.0,0.0,52904.0
6032,AB_2107_BOM_7,44877.0,0.0,44877.0
6033,AB_8119_GAU_6,60851.0,8320.0,52531.0
6034,AB_2375_BLR_7,67885.0,14532.8,53352.2
6035,AB_2323_BLR_7,67225.0,9431.6,57793.4
6036,AB_2172_BOM_7,73316.0,16933.33,56382.67
6037,AB_2323_GAU_7,69211.0,16447.67,52763.33
6038,AB_2439_BOM_21,44852.0,0.0,44852.0
6039,AB_2562_CCU_21,44877.0,0.0,44877.0
6040,AB_2563_PNQ_21,44877.0,0.0,44877.0
6041,AB_2628_BLR_21,44746.0,0.0,44746.0
6042,AB_2629_GOX_21,44746.0,0.0,44746.0
6043,AB_2822_AYJ_21,44803.0,0.0,44803.0
6044,AB_2437_BLR_21,44774.0,0.0,44774.0
6045,AB_2821_BLR_21,44803.0,0.0,44803.0
6046,AB_2372_GAU_21,44710.0,0.0,44710.0
6047,AB_2525_BOM_21,44377.0,0.0,44377.0
6048,AB_2607_DEL_21,44796.0,0.0,44796.0
6049,AB_2323_GAU_21,45286.0,0.0,45286.0
6050,AB_2524_BOM_21,44377.0,0.0,44377.0
6051,AB_2564_CCU_21,44877.0,0.0,44877.0
6052,AB_2625_DEL_21,44774.0,0.0,44774.0
6053,AB_7594_BLR_21,45516.0,0.0,45516.0
6054,AB_2147_BOM_21,45438.0,0.0,45438.0
6055,AB_2486_MAA_21,44746.0,0.0,44746.0
6056,AB_2612_BLR_21,44818.0,0.0,44818.0
6057,AB_2624_GOX_21,44774.0,0.0,44774.0
6058,AB_2324_GAU_21,45286.0,0.0,45286.0
6059,AB_2485_MAA_21,44746.0,0.0,44746.0
6060,AB_2608_DEL_21,44796.0,0.0,44796.0
6061,AB_2627_GOX_21,44774.0,0.0,44774.0
6062,AB_2630_DEL_21,44746.0,0.0,44746.0
6063,AB_2561_BLR_21,44877.0,0.0,44877.0
6064,AB_2148_GWL_21,45438.0,0.0,45438.0
6065,AB_2613_VNS_21,44818.0,0.0,44818.0
6066,AB_2173_CCU_7,69980.0,15421.33,54558.67
6067,AB_2324_IXA_7,69459.0,15619.0,53840.0
6068,AB_2324_GAU_7,70843.0,14566.67,56276.33
6069,AB_2124_BOM_7,58432.0,15917.56,42514.44
6070,AB_8119_VNS_7,64681.0,0.0,64681.0
6071,MN_1262_DUB_30,61627.0,12111.0,49516.0
6072,MN_1202_DUB_30,57542.0,8914.0,48628.0
6073,MN_1520_DUB_30,62260.0,11314.0,50946.0
6074,MN_1332_DUB_30,57617.0,7122.0,50495.0
6075,MN_4250_DUB_30,56250.0,6266.0,49984.0
6076,MN_1562_DUB_30,67824.0,14727.0,53097.0
6077,MN_1402_DUB_30,61879.0,10705.0,51174.0
6078,MN_1592_DUB_30,67082.0,14931.0,52151.0
6079,MN_1045_MAN_29,169882.0,0.0,169882.0
6080,MN_1450_DUB_30,67830.0,14063.0,53767.0
6081,MN_1602_DUB_30,59018.0,9588.0,49430.0
6082,MN_1152_DUB_30,63833.0,14936.0,48897.0
6083,MN_1680_DUB_30,61848.0,9817.0,52031.0
6084,MN_1692_DUB_30,59545.0,10082.0,49463.0
6085,MN_1630_DUB_30,60805.0,12628.0,48177.0
6086,MN_1650_DUB_30,64378.0,13724.0,50654.0
6087,MN_1342_DUB_30,61584.0,9684.0,51900.0
6088,MN_1352_DUB_30,62654.0,12309.0,50345.0
6089,MN_1432_DUB_30,65644.0,14385.0,51259.0
6090,MN_1532_DUB_30,60752.0,8349.0,52403.0
6091,MN_1154_DUB_30,71906.0,13842.0,58064.0
6092,MN_1580_DUB_30,173976.0,26031.0,147945.0
6093,MN_1476_DUB_30,67884.0,14164.0,53720.0
6094,MN_1492_DUB_30,63926.0,15327.0,48599.0
6095,MN_1422_DUB_30,66869.0,13967.0,52902.0
6096,MN_1522_DUB_30,64034.0,11159.0,52875.0
6097,MN_1672_DUB_30,67015.0,13462.0,53553.0
6098,MN_1156_DUB_30,62252.0,12470.0,49782.0
6099,MN_1158_DUB_30,601158.0,9784.0,591374.0
6100,MN_1524_DUB_30,67963.0,13325.0,54638.0
6101,MN_1604_DUB_30,59569.0,9518.0,50051.0
6102,MN_1392_DUB_30,60406.0,9443.0,50963.0
6103,MN_1544_DUB_30,64774.0,12718.0,52056.0
6104,MN_1035_MAN_30,177751.0,0.0,177751.0
6105,MN_1105_DUB_30,206391.0,28333.0,178058.0
6106,MN_1162_DUB_30,58495.0,9079.0,49416.0
6107,MN_1123_DUB_30,209480.0,22687.0,186793.0
6108,MN_1584_DUB_30,69382.0,14319.0,55063.0
6109,MN_1133_DUB_30,191349.0,20272.0,171077.0
6110,MN_1164_DUB_30,56143.0,6451.0,49692.0
6111,MN_1160_DUB_30,54508.0,5875.0,48633.0
6112,MN_1208_DUB_30,61642.0,11506.0,50136.0
6113,MN_1514_DUB_30,63271.0,10871.0,52400.0
6114,MN_1748_DUB_30,65785.0,14966.0,50819.0
6115,MN_1117_DUB_30,91805.0,15991.0,75814.0
6116,MN_1526_DUB_30,67174.0,13303.0,53871.0
6117,MN_1552_DUB_30,68126.0,11421.0,56705.0
6118,MN_1061_DUB_30,210702.0,18278.0,192424.0
6119,MN_1127_DUB_30,198715.0,26498.0,172217.0
6120,MN_1916_NOC_30,59078.0,10043.0,49035.0
6121,MN_1101_DUB_30,91877.0,16189.0,75688.0
6122,MN_1166_DUB_30,55127.0,6531.0,48596.0
6123,MN_1608_DUB_30,59877.0,10504.0,49373.0
6124,MN_1121_DUB_30,201670.0,21301.0,180369.0
6125,MN_1131_DUB_30,87723.0,14843.0,72880.0
6126,MN_1168_DUB_30,55370.0,5834.0,49536.0
6127,MN_1778_DUB_30,70151.0,13593.0,56558.0
6128,MN_1045_MAN_30,168750.0,0.0,168750.0
6129,MN_1412_DUB_30,65471.0,13212.0,52259.0
6130,MN_1764_DUB_30,72414.0,14476.0,57938.0
6131,MN_1782_DUB_30,72929.0,14500.0,58429.0
6132,MN_1798_DUB_30,71148.0,14081.0,57067.0
6133,MN_1069_DUB_30,220023.0,19363.0,200660.0
6134,MN_1406_DUB_30,69276.0,14011.0,55265.0
6135,MN_1174_DUB_30,58849.0,8857.0,49992.0
6136,MN_1119_DUB_30,92594.0,16076.0,76518.0
6137,MN_1586_DUB_30,69341.0,14448.0,54893.0
6138,MN_1115_DUB_30,86566.0,11213.0,75353.0
6139,MN_1125_DUB_30,203266.0,21964.0,181302.0
6140,MN_1137_DUB_30,188465.0,21289.0,167176.0
6141,MN_1107_DUB_30,199734.0,28237.0,171497.0
6142,MN_1656_DUB_30,64296.0,12464.0,51832.0
6143,MN_1336_DUB_30,61982.0,10495.0,51487.0
6144,MN_1638_DUB_30,63786.0,13181.0,50605.0
6145,MN_1698_DUB_30,62822.0,13471.0,49351.0
6146,MN_1178_DUB_30,55450.0,7744.0,47706.0
6147,MN_1610_DUB_30,58227.0,9352.0,48875.0
6148,MN_1176_DUB_30,58513.0,7252.0,51261.0
6149,MN_1528_DUB_30,66000.0,12876.0,53124.0
6150,MN_1182_DUB_30,60667.0,12149.0,48518.0
6151,MN_1486_DUB_30,69223.0,14568.0,54655.0
6152,MN_1564_DUB_30,63284.0,10995.0,52289.0
6153,MN_1498_DUB_30,67846.0,14672.0,53174.0
6154,MN_1574_DUB_30,67776.0,14302.0,53474.0
6155,MN_1276_DUB_30,58269.0,10601.0,47668.0
6156,MN_1184_DUB_30,56972.0,7892.0,49080.0
6157,MN_1100_EWR_30,89278.0,14251.0,75027.0
6158,MN_1104_JFK_30,191641.0,21432.0,170209.0
6159,MN_1116_IAD_30,89864.0,13720.0,76144.0
6160,MN_1122_ORD_30,197452.0,18818.0,178634.0
6161,MN_1034_MCO_30,201075.0,19661.0,181414.0
6162,MN_1126_YYZ_30,190000.0,24193.0,165807.0
6163,MN_1130_BDL_30,85820.0,11892.0,73928.0
6164,MN_1044_JFK_30,185591.0,16546.0,169045.0
6165,MN_1110_JFK_30,84494.0,10385.0,74109.0
6166,MN_1132_BOS_30,189292.0,20856.0,168436.0
6167,MN_1134_BOS_30,83167.0,10130.0,73037.0
6168,MN_1068_LAX_1,216756.0,21732.0,195024.0
6169,MN_1061_DUB_1,210092.0,0.0,210092.0
6170,MN_1069_DUB_1,21106945.0,0.0,21106945.0
6171,MN_1089_DUB_1,188453.0,0.0,188453.0
6172,MN_1087_DUB_1,90834.0,0.0,90834.0
6173,MN_1101_DUB_1,89993.0,0.0,89993.0
6174,MN_1117_DUB_1,91341.0,0.0,91341.0
6175,MN_1119_DUB_1,89554.0,0.0,89554.0
6176,MN_1105_DUB_1,212895.0,0.0,212895.0
